72	AF	Maymana	35.92139	64.78361	75900
73	AF	Mazar-e Sharif	36.70904	67.11087	303282
74	AF	Mehtar Lam	34.67139	70.20944	17345
75	AF	Mirabad	30.43624	61.8383	14160
76	AF	Mir Bachah Kot	34.74973	69.11778	5405
77	AF	Nahrin	36.0649	69.13343	22363
78	AF	Paghman	34.5875	68.95333	49157
79	AF	Panjab	34.38795	67.02327	13471
80	AF	Pul-e `Alam	33.99529	69.02274	13247
81	AF	Pul-e Khumri	35.94458	68.71512	56369
82	AF	Qal`ah-ye Shahr	35.54729	65.5676	7756
83	AF	Qala i Naw	34.98735	63.12891	56867
84	AF	Qalat	32.10575	66.90833	12191
85	AF	Qarah Bagh	34.94023	61.77589	12412
86	AF	Qarawul	37.22019	68.78041	24544
87	AF	Qarchi Gak	37.03999	66.78891	8942
88	AF	Qarqin	37.41853	66.04358	15018
89	AF	Rudbar	30.15	62.6	11034
90	AF	Rustaq	37.12604	69.83045	25636
91	AF	Sang-e Charak	35.84972	66.43694	15377
92	AF	Sangin	32.07275	64.8359	13579
93	AF	Sar-e Pul	36.21544	65.93249	52121
94	AF	Shahrak	34.10738	64.3052	15967
95	AF	Shibirghan	36.66757	65.7529	55641
96	AF	Shindand	33.30294	62.1474	29264
97	AF	Tagab	34.85501	69.64917	6400
98	AF	Tagaw-Bay	35.69941	66.06164	9096
99	AF	Taloqan	36.73605	69.53451	64256
100	AF	Tashqurghan	36.69736	67.69826	64933
101	AF	Tir Pul	34.59431	61.26895	6979
102	AF	Tukzar	35.94831	66.42132	12021
103	AF	Uruzgan	32.92775	66.63253	13388
104	AF	Yangi Qal`ah	37.46572	69.61131	6541
105	AF	Zarah Sharan	33.14667	68.79167	7366
106	AF	Zarghun Shahr	32.84734	68.44573	13737
107	AF	Zindah Jan	34.34264	61.74675	10104
108	AG	All Saints	17.05	-61.8	2526
109	AG	Bolans	17.03333	-61.88333	1657
110	AG	Liberta	17.03333	-61.78333	1668
111	AG	Potters Village	17.08333	-61.81667	1433
112	AG	Saint John's	17.11667	-61.85	24226
113	AI	Stoney Ground	18.21667	-63.03333	1225
114	AI	The Valley	18.21704	-63.05783	2503
115	AL	Ballsh	40.59889	19.73472	10361
116	AL	Berat	40.70583	19.95222	46866
117	AL	Bilisht	40.6275	20.99	7114
118	AL	Bulqize	41.49167	20.22194	11212
119	AL	Burrel	41.61028	20.00889	15405
120	AL	Cerrik	41.03167	19.97583	14269
121	AL	Corovode	40.50417	20.22722	14046
122	AL	Delvine	39.95111	20.09778	3916
123	AL	Durres	41.32306	19.44139	122034
124	AL	Elbasan	41.1125	20.08222	100903
125	AL	Erseke	40.33778	20.67889	7890
126	AL	Fier	40.72389	19.55611	56297
127	AL	Fushe-Arrez	42.06222	20.01667	2438
128	AL	Fushe-Kruje	41.47833	19.71778	10458
129	AL	Gjirokaster	40.07583	20.13889	23437
130	AL	Gramsh	40.86972	20.18444	11556
131	AL	Himare	40.10167	19.74472	4596
132	AL	Kamez	41.38167	19.76028	11026
133	AL	Kavaje	41.18556	19.55694	29354
134	AL	Kelcyre	40.31306	20.18944	2486
135	AL	Konispol	39.65889	20.18139	1349
136	AL	Koplik	42.21361	19.43639	4078
137	AL	Korce	40.61861	20.78083	58259
138	AL	Krrabe	41.21556	19.97139	1177
139	AL	Kruje	41.50917	19.79278	21286
140	AL	Kucove	40.80028	19.91667	18166
141	AL	Kukes	42.07694	20.42194	17832
142	AL	Kurbnesh	41.77972	20.08361	1429
143	AL	Lac	41.63556	19.71306	24825
144	AL	Leskovik	40.15139	20.59722	2655
145	AL	Lezhe	41.78361	19.64361	18695
146	AL	Libohove	40.03111	20.26306	3651
147	AL	Librazhd-Qender	41.19694	20.33556	12691
148	AL	Lushnje	40.94194	19.705	41469
149	AL	Maliq	40.70583	20.69972	3735
150	AL	Mamurras	41.5775	19.69222	8282
151	AL	Memaliaj	40.35167	19.98028	4951
152	AL	Milot	41.68389	19.71556	2157
153	AL	Orikum	40.32528	19.47139	2604
154	AL	Patos Fshat	40.64278	19.65083	22679
155	AL	Peqin	41.04611	19.75111	7513
156	AL	Permet	40.23361	20.35167	10686
157	AL	Perrenjas-Fshat	41.06667	20.53528	4015
158	AL	Peshkopi	41.685	20.42889	14848
159	AL	Polican	40.61222	20.09806	10663
160	AL	Puke	42.04444	19.89972	6495
161	AL	Roskovec	40.7375	19.70222	6657
162	AL	Rreshen	41.7675	19.87556	10064
163	AL	Rrogozhine	41.07639	19.66528	5620
164	AL	Rubik	41.77444	19.78611	2332
165	AL	Sarande	39.87556	20.00528	15147
166	AL	Selenice	40.53056	19.63583	6912
167	AL	Shengjin	41.81361	19.59389	2698
168	AL	Shijak	41.34556	19.56722	14138
169	AL	Shkoder	42.06828	19.51258	88245
170	AL	Tepelene	40.29583	20.01917	11955
171	AL	Tirana	41.3275	19.81889	374801
172	AL	Ura Vajgurore	40.76889	19.87778	4893
173	AL	Vlore	40.46667	19.48972	89546
174	AL	Vore	41.39083	19.655	4973
175	AM	Abovyan	40.04889	44.5475	1379
176	AM	Abovyan	40.26917	44.62444	35673
177	AM	Agarak	39.20389	46.54722	4707
178	AM	Agarak	40.33333	44.06667	1575
179	AM	Agarak	41.01056	44.4675	1278
180	AM	Agarakadzor	39.73639	45.34556	1195
181	AM	Aghavnadzor	39.78361	45.22806	1925
182	AM	Aghavnadzor	40.58417	44.69139	1252
183	AM	Aghavnatun	40.23361	44.25139	2913
184	AM	Akhuryan	40.78139	43.89639	7672
185	AM	Aknalich	40.14306	44.14833	2654
186	AM	Aknashen	40.09583	44.28611	1362
187	AM	Akunk'	40.15222	45.72	3444
188	AM	Akunk'	40.26917	44.68361	1787
189	AM	Alaverdi	41.13056	44.65194	13184
190	AM	Amasia	40.94667	43.78139	1675
191	AM	Amberd	40.24167	44.27278	1267
192	AM	Angeghakot'	39.56806	45.94389	1726
193	AM	Anushavan	40.64194	43.98222	1532
194	AM	Apaga	40.09611	44.25111	1634
195	AM	Aparan	40.59611	44.35361	5670
196	AM	Aragats	40.48861	44.35444	2707
197	AM	Arak's	40.05472	44.30278	1442
198	AM	Aralek	39.90028	44.65333	2354
199	AM	Aramus	40.25111	44.66306	3214
200	AM	Ararat	39.83028	44.7025	28832
201	AM	Arazap	40.04278	44.14583	1373
202	AM	Arbat'	40.13694	44.39833	1884
203	AM	Archis	41.16417	44.8725	1235
204	AM	Areni	39.72083	45.18389	1718
205	AM	Arevabuyr	40.03611	44.46889	1041
206	AM	Arevashat	40.14167	44.37083	1403
207	AM	Arevashogh	40.86139	44.27278	2435
208	AM	Arevik	40.10056	44.09694	2455
209	AM	Arevik	40.73611	43.89278	1522
210	AM	Arevshat	40.03917	44.54167	2089
211	AM	Arevshat	40.64861	44.04444	1623
212	AM	Argavand	40.06083	44.09528	2047
213	AM	Argavand	40.15806	44.44	1703
214	AM	Argel	40.37944	44.59944	2528
215	AM	Armash	39.76667	44.80833	2434
216	AM	Armavir	40.08972	44.04833	2752
217	AM	Armavir	40.15222	44.03083	25963
218	AM	Arrap'i	40.77972	43.80056	1738
219	AM	Arshaluys	40.16889	44.21417	3808
220	AM	Artabuynk'	39.85889	45.36139	1045
221	AM	Artashat	39.95389	44.55056	20562
222	AM	Arteni	40.29833	43.75417	3086
223	AM	Artimet	40.15139	44.26639	1501
224	AM	Artsvaberd	40.83361	45.47111	3193
225	AM	Artsvanist	40.15444	45.50222	2819
226	AM	Arzakan	40.44944	44.60639	2660
227	AM	Arzni	40.29639	44.59583	2244
228	AM	Ashnak	40.3275	43.91667	1131
229	AM	Ashtarak	40.2975	44.36167	18779
230	AM	Astghadzor	40.12389	45.35667	3520
231	AM	Avshar	39.84056	44.68361	4215
232	AM	Aygavan	39.86472	44.67028	3758
233	AM	Aygehovit	40.97444	45.25194	2888
234	AM	Aygek	40.18861	44.38333	1095
235	AM	Aygepat	39.95	44.6	1349
236	AM	Aygeshat	40.06667	44.06667	1606
237	AM	Aygeshat	40.23556	44.28667	1358
238	AM	Aygestan	40.00306	44.5575	2431
239	AM	Aygezard	39.94583	44.60889	3192
240	AM	Azatamut	40.97583	45.19806	1850
241	AM	Azatan	40.72389	43.82056	4448
242	AM	Baghramyan	40.19333	44.36861	2346
243	AM	Bagratashen	41.24583	44.82111	3024
244	AM	Balahovit	40.25361	44.60389	2982
245	AM	Bambakashat	40.11444	44.01222	3089
246	AM	Bartsrashen	40.08528	44.57861	1273
247	AM	Bazum	40.86806	44.44556	1114
248	AM	Berd	40.88083	45.39167	8374
249	AM	Berdavan	41.20278	45.00333	3150
250	AM	Berkanush	39.98333	44.51667	1682
251	AM	Bjni	40.45944	44.64861	2771
252	AM	Brrnakot'	39.49694	45.97306	1912
253	AM	Brun	39.53389	46.30306	1028
254	AM	Burastan	39.98333	44.5	1998
255	AM	Buzhakan	40.45528	44.52056	1678
256	AM	Byurakan	40.34	44.27028	3902
257	AM	Byuravan	40.01611	44.51861	1228
258	AM	Byureghavan	40.31472	44.59361	6972
259	AM	Chambarak	40.59528	45.3475	6153
260	AM	Chochkan	41.18611	44.83139	1740
261	AM	Dalar	39.96694	44.53639	2504
262	AM	Dalarik	40.21833	43.86028	3080
263	AM	Darakert	40.10583	44.41389	2325
264	AM	Darpas	40.83806	44.42333	1785
265	AM	Dashtavan	40.10167	44.39056	1762
266	AM	Ddmashen	40.57194	44.81222	2157
267	AM	Dilijan	40.74083	44.86306	13478
268	AM	Dimitrov	40.00806	44.48806	1212
269	AM	Doghs	40.22278	44.27167	1186
270	AM	Drakhtik	40.56889	45.23194	1016
271	AM	Dsegh	40.96333	44.65167	2484
272	AM	Dvin	40.02	44.58528	2795
273	AM	Dzit'hank'ov	40.51556	43.81333	1162
274	AM	Dzoraghbyur	40.205	44.64306	2011
275	AM	Dzoragyugh	40.17528	45.175	3570
276	AM	Dzorastan	39.26861	46.35639	1034
277	AM	Ejmiatsin	40.17278	44.2925	49513
278	AM	Fantan	40.39417	44.685	1019
279	AM	Fioletovo	40.72472	44.71389	1264
280	AM	Gagarin	40.53694	44.85778	1305
281	AM	Gandzak	40.31472	45.11139	3841
282	AM	Garrni	40.11944	44.72306	6827
283	AM	Gavarr	40.35889	45.12667	21680
284	AM	Gay	40.08389	44.30556	3309
285	AM	Geghamasar	40.31167	45.68	1060
286	AM	Geghamavan	40.56194	44.88278	1597
287	AM	Geghanist	40.14972	44.43444	2409
288	AM	Getahovit	40.89583	45.13139	2005
289	AM	Getap'	39.76361	45.30611	1842
290	AM	Getashen	40.04333	43.94472	2114
291	AM	Getazat	40.03806	44.56389	1947
292	AM	Ghukasavan	40.12611	44.41778	2113
293	AM	Gladzor	39.77833	45.34778	2080
294	AM	Gogaran	40.89556	44.19917	1088
295	AM	Goght'	40.13944	44.77944	1877
296	AM	Goris	39.50778	46.33861	20379
297	AM	Griboyedov	40.11306	44.27167	1879
298	AM	Gugark'	40.80722	44.53806	4705
299	AM	Gyulagarak	40.96972	44.47139	2109
300	AM	Gyumri	40.78944	43.8475	148381
301	AM	Haghartsin	40.77806	44.9625	3370
302	AM	Hats'avan	39.46278	45.97306	15208
303	AM	Hayanist	40.11972	44.3775	2031
304	AM	Haykashen	40.07278	44.30694	1140
305	AM	Haykavan	40.75583	43.77	1201
306	AM	Hnaberd	40.64278	44.14444	1817
307	AM	Hoktember	40.13611	44.01389	5348
308	AM	Horrom	40.65417	43.88222	1893
309	AM	Hovtamej	40.18361	44.25722	1018
310	AM	Hovtashat	40.10194	44.34278	3472
311	AM	Hovtashen	40.02444	44.45	1134
312	AM	Hrazdan	40.50167	44.75472	40795
313	AM	Ijevan	40.87556	45.14917	14737
314	AM	Janfida	40.04556	44.02083	2986
315	AM	Jermuk	39.84167	45.67222	4582
316	AM	Jrahovit	40.04528	44.47361	1032
317	AM	Jrashen	40.05472	44.51333	1696
318	AM	Jrashen	40.7875	44.19722	3078
319	AM	Kamaris	40.23583	44.69389	2064
320	AM	Kamo	40.82806	43.94833	1340
321	AM	K'anak'erravan	40.24722	44.53667	2950
322	AM	Kapan	39.20111	46.415	33160
323	AM	Kaputan	40.32444	44.69389	1252
324	AM	Karanlukh	40.10444	45.28972	5104
325	AM	Karbi	40.33111	44.37639	3521
326	AM	Karchaghbyur	40.16389	45.57222	2274
327	AM	Kasakh	40.53333	44.41667	4247
328	AM	Khasht'arrak	40.93861	45.17972	1728
329	AM	Khndzoresk	39.51222	46.43361	1940
330	AM	Khoronk'	40.13583	44.24444	2148
331	AM	Kosh	40.3025	44.15694	2581
332	AM	Kotayk'	40.275	44.66056	1510
333	AM	Lanjaghbyur	40.27306	45.14444	2097
334	AM	Lchap'	40.46111	45.065	1032
335	AM	Lchashen	40.52028	44.93083	4182
336	AM	Lenughi	40.12389	43.96528	1499
337	AM	Lernavan	40.78833	44.18444	1517
338	AM	Lerrnakert	40.56694	43.93611	1306
339	AM	Lerrnanist	40.4675	44.79806	2511
340	AM	Lerrnapat	40.82	44.39722	1710
341	AM	Lichk'	40.16361	45.22778	4105
342	AM	Lorut	40.93889	44.7725	1101
343	AM	Lukashin	40.17583	44.01861	2197
344	AM	Madina	40.08028	45.25111	1024
345	AM	Malishka	39.73694	45.3875	4174
346	AM	Maralik	40.57222	43.86694	4959
347	AM	Margahovit	40.73806	44.6875	3308
348	AM	Margara	40.03361	44.17389	1360
349	AM	Marmarashen	40.0575	44.47111	2946
350	AM	Marmashen	40.8375	43.77194	1644
351	AM	Martuni	40.14472	45.30639	11037
352	AM	Masis	40.06722	44.43611	18911
353	AM	Mayakovski	40.25222	44.63833	1727
354	AM	Mayisyan	40.85306	43.82944	1521
355	AM	Meghradzor	40.61472	44.65222	2659
356	AM	Meghrashen	40.67583	43.94861	1107
357	AM	Meghri	38.90222	46.23833	4540
358	AM	Mertsavan	40.18167	44.39917	2702
359	AM	Metsamor	40.07139	44.28917	8789
360	AM	Metsamor	40.14278	44.11639	1081
361	AM	Metsavan	41.20167	44.22889	4767
362	AM	Mets Mant'ash	40.64944	44.05083	1973
363	AM	Mets Masrik	40.21861	45.76944	2570
364	AM	Mets Parni	40.83722	44.10917	1934
365	AM	Mosesgegh	40.90639	45.49139	1964
366	AM	Mrganush	40.02861	44.55861	1032
367	AM	Mrgashat	40.12972	44.07056	4961
368	AM	Mrgashen	40.285	44.54222	1623
369	AM	Mrgavan	39.96611	44.53333	1713
370	AM	Mrgavet	40.02833	44.48278	2131
371	AM	Musalerr	40.15444	44.37778	2323
372	AM	Musayelyan	40.76528	43.99083	1499
373	AM	Myasnikyan	40.1775	43.90639	3458
374	AM	Nalbandyan	40.06778	43.98556	4019
375	AM	Navur	40.86139	45.3175	1227
376	AM	Nerk'in Getashen	40.14583	45.26389	7010
377	AM	Nizami	40.09139	44.40417	1060
378	AM	Norabats'	40.10528	44.43	1973
379	AM	Norakert	40.19222	44.34667	2485
380	AM	Noramarg	40.02361	44.42444	1811
381	AM	Nor Armavir	40.08667	43.99	1597
382	AM	Norashen	40.00417	44.59472	3049
383	AM	Norashen	41.18806	44.32722	1386
384	AM	Noratus	40.38222	45.17833	5426
385	AM	Nor Geghi	40.32111	44.57972	4896
386	AM	Nor Gyugh	40.26667	44.65639	1462
387	AM	Nor Sasunik	40.24722	44.33806	1959
388	AM	Nor Yerznka	40.31333	44.40472	1459
389	AM	Noyakert	39.81667	44.66694	1751
390	AM	Noyemberyan	41.1725	44.99361	5119
391	AM	Nshavan	40.02639	44.52528	1916
392	AM	Odzun	41.05389	44.61139	4524
393	AM	Oshakan	40.26333	44.31472	4768
394	AM	Parravak'ar	40.98056	45.39917	1637
395	AM	Pemzashen	40.59333	43.94	2436
396	AM	Pokr Mantash	40.65	44.05	1838
397	AM	Prroshyan	40.24806	44.415	4333
398	AM	Pshatavan	40.04056	44.0675	2159
399	AM	Ptghni	40.25667	44.585	1231
400	AM	Ptghunk'	40.16444	44.36361	1345
401	AM	Rrind	39.75972	45.18	1368
402	AM	Samaghar	40.18528	44.24222	2343
403	AM	Sarahart'	40.87389	44.21	1364
404	AM	Saramech	40.7725	44.21917	1111
405	AM	Saratak	40.67	43.86639	1115
406	AM	Sarigyugh	41.05639	45.14583	1096
407	AM	Sarukhan	40.28917	45.13417	6173
408	AM	Sayat'-Nova	40.07417	44.3975	1726
409	AM	Sevan	40.555	44.95361	17083
410	AM	Shaghat	39.56167	45.91222	1011
411	AM	Shahumyan	39.93083	44.57833	3905
412	AM	Shahumyan	40.78833	44.53167	1843
413	AM	Shatin	39.83333	45.30167	1671
414	AM	Shenavan	40.05	43.93333	1757
415	AM	Shenavan	40.48306	44.38139	1587
416	AM	Shinuhayr	39.43417	46.31556	2206
417	AM	Shirak	40.84806	43.92139	1007
418	AM	Shirakamut	40.86056	44.15278	2008
419	AM	Shnogh	41.14778	44.83778	2872
420	AM	Sis	40.05861	44.38639	1135
421	AM	Sisavan	39.9	44.66667	1793
422	AM	Solak	40.46361	44.70861	2295
423	AM	Sovetakan	40.11333	44.05528	1613
424	AM	Spandaryan	40.665	44.01889	1226
425	AM	Spitak	40.79556	44.27833	1192
426	AM	Spitak	40.83722	44.2675	15059
427	AM	Surenavan	39.75	44.8	2241
428	AM	T'alin	40.38222	43.87861	4945
429	AM	Tandzut	40.07722	44.08861	1816
430	AM	Taronik	40.13306	44.19917	1874
431	AM	Tashir	41.12444	44.28194	7318
432	AM	T'azagyugh	40.14167	45.19139	2248
433	AM	Tegh	39.55472	46.47583	2120
434	AM	Tsaghkaber	40.79861	44.10722	1207
435	AM	Tsaghkadzor	40.53861	44.71139	1407
436	AM	Tsaghkahovit	40.63611	44.22306	1551
437	AM	Tsaghkunk'	40.17944	44.27	1089
438	AM	Tsiatsan	40.18694	44.26667	1050
439	AM	Tsovagyugh	40.63306	44.95222	3857
440	AM	Tsovak	40.18194	45.635	2531
441	AM	Tsovazard	40.47694	45.0375	1949
442	AM	Tsovinar	40.16083	45.45389	3968
443	AM	Urrut	41.07111	44.39694	1102
444	AM	Ushi	40.34833	44.37306	1276
445	AM	Vaghashen	40.13778	45.32917	3235
446	AM	Vahagni	40.90806	44.60694	1184
447	AM	Vahan	40.57	45.39556	1153
448	AM	Vanadzor	40.81278	44.48833	101098
449	AM	Vardablur	40.97083	44.50889	1297
450	AM	Vardadzor	40.19167	45.1875	2095
451	AM	Vardenik	40.135	45.43639	7709
452	AM	Vardenis	40.18056	45.72833	11382
453	AM	Varser	40.55611	44.91111	1614
454	AM	Vayk'	39.69167	45.46528	5419
455	AM	Vedi	39.91056	44.72778	12192
456	AM	Verin Akhtala	41.16667	44.76667	1989
457	AM	Verin Artashat	40.00056	44.585	3931
458	AM	Verin Dvin	40.02528	44.59083	1853
459	AM	Verin Getashen	40.13278	45.24861	4173
460	AM	Verishen	39.53583	46.31194	2114
461	AM	Vernashen	39.79389	45.36333	1162
462	AM	Voskehask	40.73833	43.77583	1803
463	AM	Voskehat	40.14139	44.32917	2181
464	AM	Vosketap'	39.8725	44.65444	4080
465	AM	Voskevan	41.11917	45.06528	1287
466	AM	Voskevaz	40.27583	44.29722	3789
467	AM	Vostan	39.95889	44.55917	2925
468	AM	Yeghegnadzor	39.76111	45.33333	8200
469	AM	Yeghegnavan	39.82778	44.63722	1221
470	AM	Yeghegnut	40.09028	44.1625	1746
471	AM	Yeghegnut	40.90417	44.6325	1154
472	AM	Yeghvard	40.32167	44.48139	10705
473	AM	Yenikend	39.9	44.73333	2238
474	AM	Yeranos	40.20806	45.18611	4233
475	AM	Yeraskhahun	40.07222	44.21583	1346
476	AM	Yerazgavors	40.7	43.75	1285
477	AM	Yerevan	40.18111	44.51361	1093485
478	AM	Zangakatun	39.80944	45.05111	1130
479	AM	Zarr	40.26111	44.73611	1340
480	AM	Zarrit'ap'	39.63722	45.50861	1323
481	AM	Zhdanov	40.16167	44.08833	1512
482	AM	Zorak	40.0925	44.39194	1390
483	AM	Zoravan	40.35694	44.52306	1167
484	AM	Zovaber	40.57361	44.78639	1470
485	AM	Zovuni	40.51083	44.42889	4484
486	AO	Benguela	-12.57833	13.40722	151226
487	AO	Caala	-12.8525	15.56056	21205
488	AO	Cabinda	-5.55	12.2	66020
489	AO	Caconda	-13.73333	15.06667	10549
490	AO	Caluquembe	-13.78333	14.68333	30300
491	AO	Camabatela	-8.18333	15.36667	12837
492	AO	Camacupa	-12.01667	17.48333	19150
493	AO	Catabola	-12.15	17.28333	18855
494	AO	Catumbela	-12.43139	13.54722	16977
495	AO	Caxito	-8.58	13.66417	28224
496	AO	Cazage	-11.06667	20.7	4764
497	AO	Chissamba	-12.16667	17.33333	7677
498	AO	Huambo	-12.77611	15.73917	226145
499	AO	Kuito	-12.38333	16.93333	113624
500	AO	Leua	-11.65	20.45	5168
501	AO	Lobito	-12.34806	13.54556	207932
502	AO	Longonjo	-12.90667	15.25333	24346
503	AO	Luanda	-8.83833	13.23444	2776168
504	AO	Luau	-10.7	22.23333	18465
505	AO	Lubango	-14.91667	13.5	102541
506	AO	Lucapa	-8.41667	20.75	20115
507	AO	Luena	-11.78333	19.91667	21115
508	AO	Lumeje	-11.55	20.78333	4972
509	AO	Malanje	-9.54472	16.34528	87046
510	AO	M'banza Congo	-6.26667	14.25	24220
511	AO	Menongue	-14.6585	17.69099	32203
512	AO	Namibe	-15.19611	12.15222	80149
513	AO	N'zeto	-7.23333	12.86667	18352
514	AO	Ondjiva	-17.06667	15.73333	10169
515	AO	Quibala	-10.73333	14.98333	8915
516	AO	Saurimo	-9.65	20.4	40498
517	AO	Soyo	-6.13333	12.36667	67491
518	AO	Sumbe	-11.2	13.83333	33277
519	AO	Uige	-7.61667	15.05	60008
520	AO	Waku Kungo	-11.35	15.11667	10970
521	AQ	McMurdo Station	-77.85059	166.66534	1258
522	AR	Abra Pampa	-22.71667	-65.7	9425
523	AR	Achiras	-33.16667	-65	2173
524	AR	Adelia Maria	-33.61667	-64.03333	6434
525	AR	Agua de Oro	-31.06667	-64.3	1553
526	AR	Aguilares	-27.43333	-65.61667	32494
527	AR	Alba Posse	-27.55	-54.7	6652
528	AR	Albardon	-31.43722	-68.52556	20413
529	AR	Aldea San Antonio	-32.63333	-58.7	1127
530	AR	Alderetes	-26.81667	-65.13333	38466
531	AR	Alejandro Roca	-33.35	-63.71667	4724
532	AR	Alejo Ledesma	-33.61667	-62.61667	3310
533	AR	Allen	-38.96667	-67.83333	26083
534	AR	Almafuerte	-27.51667	-55.4	1022
535	AR	Almafuerte	-32.2	-64.25	10534
536	AR	Alpachiri	-37.36667	-63.76667	2138
537	AR	Alta Gracia	-31.66667	-64.43333	40384
538	AR	Alta Italia	-35.36667	-64.13333	1481
539	AR	Alto Rio Senguer	-45.03333	-70.83333	1700
540	AR	Altos de Chipion	-30.95	-62.35	1512
541	AR	Alumine	-39.21667	-70.95	3720
542	AR	Alvear	-29.1	-56.55	7917
543	AR	Anatuya	-28.46667	-62.83333	20261
544	AR	Ancasti	-28.81667	-65.5	3082
545	AR	Andacollo	-37.18333	-70.68333	2627
546	AR	Andalgala	-27.6	-66.31667	14068
547	AR	Anelo	-38.35	-68.78333	1742
548	AR	Anguil	-36.51667	-64.01667	1977
549	AR	Apolinario Saravia	-24.41667	-64.03333	8595
550	AR	Aranguren	-32.25	-60.16667	1581
551	AR	Arata	-35.63333	-64.33333	1202
552	AR	Arauco	-28.58333	-66.78333	13720
553	AR	Arias	-33.63333	-62.41667	6928
554	AR	Aristobulo del Valle	-27.11667	-54.91667	20683
555	AR	Armstrong	-32.78167	-61.60778	10388
556	AR	Arroyito	-31.41667	-63.05	19577
557	AR	Arroyo Cabral	-32.48333	-63.38333	2727
558	AR	Arroyo del Medio	-27.7	-55.41667	2142
559	AR	Arroyo Seco	-33.15	-60.51667	20008
560	AR	Arrufo	-30.25	-61.75	2190
561	AR	Avellaneda	-29.11667	-59.66667	23077
562	AR	Avia Terai	-26.7	-60.73333	6821
563	AR	Azara	-28.06667	-55.68333	3484
564	AR	Azul	-36.78333	-59.85	53941
565	AR	Bahia Blanca	-38.71667	-62.28333	276546
566	AR	Balnearia	-31	-62.66667	5585
567	AR	Barrancas	-36.81667	-69.91667	1098
568	AR	Barranqueras	-27.48333	-58.93333	50823
569	AR	Basail	-27.86667	-59.3	3652
